indicator,year,value,category
Change in demographic composition by age group (years) | 15–19,0,0.0886678845574619,Australian-born | Female
Change in demographic composition by age group (years) | 15–19,0,0.1134984798037071,Australian-born | Total
Change in demographic composition by age group (years) | 15–19,0,0.0518066779660577,Overseas-born | Male
Change in demographic composition by age group (years) | 15–19,0,0.0259113256988688,Overseas-born | Female
Change in demographic composition by age group (years) | 15–19,0,0.0777180036649265,Overseas-born | Total
Change in demographic composition by age group (years) | 15–19,0,0.1912164834686337,Total all birth groups
Change in demographic composition by age group (years) | 20–24,0,-0.0226402772524082,Australian-born | Male
Change in demographic composition by age group (years) | 20–24,0,0.0705284699580945,Australian-born | Female
Change in demographic composition by age group (years) | 20–24,0,0.0478881927056863,Australian-born | Total
Change in demographic composition by age group (years) | 20–24,0,0.1120256314766035,Overseas-born | Male
Change in demographic composition by age group (years) | 20–24,0,0.0911577754490347,Overseas-born | Female
Change in demographic composition by age group (years) | 20–24,0,0.2031834069256383,Overseas-born | Total
Change in demographic composition by age group (years) | 20–24,0,0.2510715996313246,Total all birth groups
Change in propensity to participate by age group (years) | 25–34,0,-0.1598103908937334,Australian-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.3139058353592569,Australian-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.1540954444655235,Australian-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.0511280532714431,Overseas-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.1878605036052036,Overseas-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.2389885568766468,Overseas-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.3930840013421703,Total all birth groups
Change in propensity to participate by age group (years) | 35–44,0,-0.0121419135141082,Australian-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.3018890312278303,Australian-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.2897471177137221,Australian-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.0368329130937242,Overseas-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.3041986055349963,Overseas-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.3410315186287205,Overseas-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.6307786363424426,Total all birth groups
Change in propensity to participate by age group (years) | 45–54,0,-0.0145379072436098,Australian-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.1179235895885487,Australian-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.1033856823449389,Australian-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.0483573032969362,Overseas-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.107649901126122,Overseas-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.1560072044230583,Overseas-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.2593928867679973,Total all birth groups
Change in propensity to participate by age group (years) | 55–64,0,0.0746182721373288,Australian-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.3362028177598757,Australian-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.4108210898972045,Australian-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.0801264823250608,Overseas-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.2099275828669726,Overseas-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.2900540651920334,Overseas-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.700875155089238,Total all birth groups
Change in propensity to participate by age group (years) | 65+,0,0.1072703661879067,Australian-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.1628027277551506,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.2700730939430573,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0470291960144566,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0577295512998599,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.1047587473143165,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.3748318412573739,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,-0.002411255332379,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,1.3919203562062188,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,1.3895091008738398,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.4273062574442823,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.9844352455810582,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,1.4117415030253406,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,2.8012506038991805,Total all birth groups
Total change | nan,0,-1.7023076249608031,Australian-born | Male
Total change | nan,0,-0.4715993962876816,Australian-born | Female
Total change | nan,0,-2.173907021248485,Australian-born | Total
Total change | nan,0,0.7608211785923185,Overseas-born | Male
Total change | nan,0,1.585212076725722,Overseas-born | Female
Total change | nan,0,2.3460332553180407,Overseas-born | Total
Total change | nan,0,0.1721262340695557,Total all birth groups
