indicator,year,value,category
Change in propensity to participate by age group (years) | 65+,0,0.0788740082753802,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.1894557156096888,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0805415221020265,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0290680855587924,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.109609607660819,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.2990653232705078,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,0.2874794321643227,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.4750090069150551,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.7624884390793778,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.1571439812923282,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.3611982034881194,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.5183421847804477,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,1.2808306238598255,Total all birth groups
Total change | nan,0,-0.1370483752035663,Australian-born | Male
Total change | nan,0,-0.1307215119762659,Australian-born | Female
Total change | nan,0,-0.2677698871798324,Australian-born | Total
Total change | nan,0,0.3090245139504735,Overseas-born | Male
Total change | nan,0,0.6249236604538417,Overseas-born | Female
Total change | nan,0,0.9339481744043152,Overseas-born | Total
Total change | nan,0,0.6661782872244828,Total all birth groups
