Category,variable,value,sheet
Overseas-born | Female,Change in demographic composition by age group (years) | 55–64,0.0018958404386835884,7.2
Overseas-born | Total,Change in demographic composition by age group (years) | 55–64,-0.11060181173742932,7.2
Total all birth groups,Change in demographic composition by age group (years) | 55–64,0.07192848778710788,7.2
Australian-born | Male,Change in demographic composition by age group (years) | 65+,0.24808322264370875,7.2
Australian-born | Female,Change in demographic composition by age group (years) | 65+,0.08644537085555996,7.2
Australian-born | Total,Change in demographic composition by age group (years) | 65+,0.3345285934992687,7.2
Overseas-born | Male,Change in demographic composition by age group (years) | 65+,0.08695591300145955,7.2
Overseas-born | Female,Change in demographic composition by age group (years) | 65+,0.04839793229895215,7.2
Overseas-born | Total,Change in demographic composition by age group (years) | 65+,0.1353538453004117,7.2
Total all birth groups,Change in demographic composition by age group (years) | 65+,0.4698824387996804,7.2
Australian-born | Male,Change in demographic composition by age group (years) | All age groups,-4.670750633264938,7.2
Australian-born | Female,Change in demographic composition by age group (years) | All age groups,-4.331791325280754,7.2
Australian-born | Total,Change in demographic composition by age group (years) | All age groups,-9.002541958545692,7.2
Overseas-born | Male,Change in demographic composition by age group (years) | All age groups,2.322755483638626,7.2
Overseas-born | Female,Change in demographic composition by age group (years) | All age groups,1.891533467590281,7.2
Overseas-born | Total,Change in demographic composition by age group (years) | All age groups,4.214288951228907,7.2
Total all birth groups,Change in demographic composition by age group (years) | All age groups,-4.788253007316785,7.2
Australian-born | Male,Change in demographic composition by age group (years) | 15–19,-0.08049747972321329,7.2
Australian-born | Female,Change in demographic composition by age group (years) | 15–19,-0.050056392126665884,7.2
Australian-born | Total,Change in demographic composition by age group (years) | 15–19,-0.13055387184987918,7.2
Overseas-born | Male,Change in demographic composition by age group (years) | 15–19,0.028712667485970744,7.2
Overseas-born | Female,Change in demographic composition by age group (years) | 15–19,0.01693825222456144,7.2
Overseas-born | Total,Change in demographic composition by age group (years) | 15–19,0.04565091971053219,7.2
Total all birth groups,Change in demographic composition by age group (years) | 15–19,-0.084902952139347,7.2
Australian-born | Male,Change in demographic composition by age group (years) | 20–24,-0.07611657078881343,7.2
Australian-born | Female,Change in demographic composition by age group (years) | 20–24,0.0837011623566468,7.2
Australian-born | Total,Change in demographic composition by age group (years) | 20–24,0.007584591567833379,7.2
Overseas-born | Male,Change in demographic composition by age group (years) | 20–24,0.07463017831418445,7.2
Overseas-born | Female,Change in demographic composition by age group (years) | 20–24,0.11526236395671462,7.2
Overseas-born | Total,Change in demographic composition by age group (years) | 20–24,0.18989254227089908,7.2
Total all birth groups,Change in demographic composition by age group (years) | 20–24,0.19747713383873244,7.2
Australian-born | Male,Change in propensity to participate by age group (years) | 25–34,-0.11259887934928721,7.2
Australian-born | Female,Change in propensity to participate by age group (years) | 25–34,0.6053347525911799,7.2
Australian-born | Total,Change in propensity to participate by age group (years) | 25–34,0.49273587324189266,7.2
Overseas-born | Male,Change in propensity to participate by age group (years) | 25–34,0.08849015834555707,7.2
Overseas-born | Female,Change in propensity to participate by age group (years) | 25–34,0.4736405308535188,7.2
Overseas-born | Total,Change in propensity to participate by age group (years) | 25–34,0.5621306891990758,7.2
Total all birth groups,Change in propensity to participate by age group (years) | 25–34,1.0548665624409685,7.2
Australian-born | Male,Change in propensity to participate by age group (years) | 35–44,-0.02936412175754353,7.2
Australian-born | Female,Change in propensity to participate by age group (years) | 35–44,0.552954711602828,7.2
Australian-born | Total,Change in propensity to participate by age group (years) | 35–44,0.5235905898452845,7.2
Overseas-born | Male,Change in propensity to participate by age group (years) | 35–44,0.11561811835474091,7.2
Overseas-born | Female,Change in propensity to participate by age group (years) | 35–44,0.5600115872393095,7.2
Overseas-born | Total,Change in propensity to participate by age group (years) | 35–44,0.6756297055940504,7.2
Total all birth groups,Change in propensity to participate by age group (years) | 35–44,1.199220295439335,7.2
Australian-born | Male,Change in propensity to participate by age group (years) | 45–54,-0.05607978875625486,7.2
Australian-born | Female,Change in propensity to participate by age group (years) | 45–54,0.3207279696768945,7.2
Australian-born | Total,Change in propensity to participate by age group (years) | 45–54,0.26464818092063963,7.2
Overseas-born | Male,Change in propensity to participate by age group (years) | 45–54,0.12237556479488988,7.2
Overseas-born | Female,Change in propensity to participate by age group (years) | 45–54,0.26354246309674817,7.2
Overseas-born | Total,Change in propensity to participate by age group (years) | 45–54,0.38591802789163804,7.2
Total all birth groups,Change in propensity to participate by age group (years) | 45–54,0.6505662088122777,7.2
Australian-born | Male,Change in propensity to participate by age group (years) | 55–64,0.38410639231125554,7.2
Australian-born | Female,Change in propensity to participate by age group (years) | 55–64,0.9249353573803678,7.2
Australian-born | Total,Change in propensity to participate by age group (years) | 55–64,1.3090417496916233,7.2
Overseas-born | Male,Change in propensity to participate by age group (years) | 55–64,0.22661329052684942,7.2
Overseas-born | Female,Change in propensity to participate by age group (years) | 55–64,0.519062334065416,7.2
Overseas-born | Total,Change in propensity to participate by age group (years) | 55–64,0.7456756245922654,7.2
Total all birth groups,Change in propensity to participate by age group (years) | 55–64,2.054717374283889,7.2
Australian-born | Male,Change in propensity to participate by age group (years) | 65+,0.4985359479556387,7.2
Australian-born | Female,Change in propensity to participate by age group (years) | 65+,0.6825612409154621,7.2
Australian-born | Total,Change in propensity to participate by age group (years) | 65+,1.1810971888711008,7.2
Overseas-born | Male,Change in propensity to participate by age group (years) | 65+,0.34236653198729866,7.2
Overseas-born | Female,Change in propensity to participate by age group (years) | 65+,0.3068530780023946,7.2
Overseas-born | Total,Change in propensity to participate by age group (years) | 65+,0.6492196099896932,7.2
Total all birth groups,Change in propensity to participate by age group (years) | 65+,1.830316798860794,7.2
Australian-born | Male,Change in propensity to participate by age group (years) | All age groups,0.5279854998917819,7.2
Australian-born | Female,Change in propensity to participate by age group (years) | All age groups,3.120158802396713,7.2
Australian-born | Total,Change in propensity to participate by age group (years) | All age groups,3.648144302288495,7.2
Overseas-born | Male,Change in propensity to participate by age group (years) | All age groups,0.9988065098094911,7.2
Overseas-born | Female,Change in propensity to participate by age group (years) | All age groups,2.2553106094386632,7.2
Overseas-born | Total,Change in propensity to participate by age group (years) | All age groups,3.2541171192481544,7.2
Total all birth groups,Change in propensity to participate by age group (years) | All age groups,6.902261421536649,7.2
Australian-born | Male,Total change | nan,-4.142765133373157,7.2
Australian-born | Female,Total change | nan,-1.2116325228840412,7.2
Australian-born | Total,Total change | nan,-5.354397656257197,7.2
Overseas-born | Male,Total change | nan,3.321561993448117,7.2
Overseas-born | Female,Total change | nan,4.146844077028945,7.2
Overseas-born | Total,Total change | nan,7.468406070477061,7.2
Total all birth groups,Total change | nan,2.1140084142198647,7.2
