Year,variable,value,sheet
2015–16,Indonesia,89403,2.4
2016–17,Indonesia,111187,2.4
2017–18,Indonesia,106747,2.4
2018–19,Indonesia,112762,2.4
2019–20,Indonesia,72337,2.4
2020–21,Indonesia,2592,2.4
2021–22,Indonesia,32106,2.4
2022–23,Indonesia,116912,2.4
2023–24,Indonesia,93556,2.4
2024–25,Indonesia,96785,2.4
2015–16,Other3,819511,2.4
2016–17,Other3,914582,2.4
2017–18,Other3,972522,2.4
2018–19,Other3,970042,2.4
2019–20,Other3,739667,2.4
2020–21,Other3,38646,2.4
2021–22,Other3,278095,2.4
2022–23,Other3,874100,2.4
2023–24,Other3,880915,2.4
2024–25,Other3,868842,2.4
2015–16,Total,4799173,2.4
2016–17,Total,5345684,2.4
2017–18,Total,5639167,2.4
2018–19,Total,5686318,2.4
2019–20,Total,4056603,2.4
2020–21,Total,167576,2.4
2021–22,Total,1131890,2.4
2022–23,Total,3818495,2.4
2023–24,Total,4713442,2.4
2024–25,Total,4915854,2.4
