Year,variable,value,sheet
2015–16,Pacific Australia Labour Mobility Scheme4,,2.3
2016–17,Pacific Australia Labour Mobility Scheme4,,2.3
2017–18,Pacific Australia Labour Mobility Scheme4,,2.3
2018–19,Pacific Australia Labour Mobility Scheme4,,2.3
2019–20,Pacific Australia Labour Mobility Scheme4,,2.3
2020–21,Pacific Australia Labour Mobility Scheme4,,2.3
2021–22,Pacific Australia Labour Mobility Scheme4,4629.0,2.3
2022–23,Pacific Australia Labour Mobility Scheme4,30350.0,2.3
2023–24,Pacific Australia Labour Mobility Scheme4,25239.0,2.3
2024–25,Pacific Australia Labour Mobility Scheme4,24609.0,2.3
2015–16,Invited for Other Social and Cultural Activity5,,2.3
2016–17,Invited for Other Social and Cultural Activity5,4459.0,2.3
2017–18,Invited for Other Social and Cultural Activity5,13921.0,2.3
2018–19,Invited for Other Social and Cultural Activity5,16175.0,2.3
2019–20,Invited for Other Social and Cultural Activity5,12762.0,2.3
2020–21,Invited for Other Social and Cultural Activity5,1686.0,2.3
2021–22,Invited for Other Social and Cultural Activity5,7528.0,2.3
2022–23,Invited for Other Social and Cultural Activity5,16370.0,2.3
2023–24,Invited for Other Social and Cultural Activity5,16124.0,2.3
2024–25,Invited for Other Social and Cultural Activity5,15751.0,2.3
2015–16,Temporary Resident - Other (Not Further Specified),1351.0,2.3
2016–17,Temporary Resident - Other (Not Further Specified),3597.0,2.3
2017–18,Temporary Resident - Other (Not Further Specified),5770.0,2.3
2018–19,Temporary Resident - Other (Not Further Specified),6299.0,2.3
2019–20,Temporary Resident - Other (Not Further Specified),6088.0,2.3
2020–21,Temporary Resident - Other (Not Further Specified),1869.0,2.3
2021–22,Temporary Resident - Other (Not Further Specified),3052.0,2.3
2022–23,Temporary Resident - Other (Not Further Specified),8509.0,2.3
2023–24,Temporary Resident - Other (Not Further Specified),7513.0,2.3
2024–25,Temporary Resident - Other (Not Further Specified),6224.0,2.3
2015–16,Family (Temporary),2700.0,2.3
2016–17,Family (Temporary),1919.0,2.3
2017–18,Family (Temporary),1036.0,2.3
2018–19,Family (Temporary),1184.0,2.3
2019–20,Family (Temporary),2481.0,2.3
2020–21,Family (Temporary),2831.0,2.3
2021–22,Family (Temporary),5523.0,2.3
2022–23,Family (Temporary),8075.0,2.3
2023–24,Family (Temporary),6848.0,2.3
2024–25,Family (Temporary),6137.0,2.3
2015–16,Research Activities,3428.0,2.3
2016–17,Research Activities,4283.0,2.3
2017–18,Research Activities,6227.0,2.3
2018–19,Research Activities,7070.0,2.3
2019–20,Research Activities,5399.0,2.3
2020–21,Research Activities,242.0,2.3
2021–22,Research Activities,2001.0,2.3
2022–23,Research Activities,4671.0,2.3
2023–24,Research Activities,5429.0,2.3
2024–25,Research Activities,3104.0,2.3
2015–16,Diplomatic,2895.0,2.3
2016–17,Diplomatic,2938.0,2.3
2017–18,Diplomatic,3081.0,2.3
2018–19,Diplomatic,3007.0,2.3
2019–20,Diplomatic,2504.0,2.3
2020–21,Diplomatic,3010.0,2.3
2021–22,Diplomatic,2926.0,2.3
2022–23,Diplomatic,2847.0,2.3
2023–24,Diplomatic,2702.0,2.3
2024–25,Diplomatic,2664.0,2.3
2015–16,Australian Government Endorsed Events5,,2.3
2016–17,Australian Government Endorsed Events5,,2.3
2017–18,Australian Government Endorsed Events5,14781.0,2.3
2018–19,Australian Government Endorsed Events5,1135.0,2.3
2019–20,Australian Government Endorsed Events5,3276.0,2.3
2020–21,Australian Government Endorsed Events5,22929.0,2.3
2021–22,Australian Government Endorsed Events5,31268.0,2.3
2022–23,Australian Government Endorsed Events5,148311.0,2.3
2023–24,Australian Government Endorsed Events5,76597.0,2.3
2024–25,Australian Government Endorsed Events5,2385.0,2.3
2015–16,Religious Work,1853.0,2.3
2016–17,Religious Work,2118.0,2.3
2017–18,Religious Work,2281.0,2.3
2018–19,Religious Work,1991.0,2.3
2019–20,Religious Work,1925.0,2.3
2020–21,Religious Work,600.0,2.3
2021–22,Religious Work,1016.0,2.3
2022–23,Religious Work,2506.0,2.3
2023–24,Religious Work,1449.0,2.3
2024–25,Religious Work,2310.0,2.3
2015–16,Sporting Activities,583.0,2.3
2016–17,Sporting Activities,2022.0,2.3
2017–18,Sporting Activities,1178.0,2.3
2018–19,Sporting Activities,1349.0,2.3
2019–20,Sporting Activities,1446.0,2.3
2020–21,Sporting Activities,701.0,2.3
2021–22,Sporting Activities,996.0,2.3
2022–23,Sporting Activities,1581.0,2.3
2023–24,Sporting Activities,1248.0,2.3
2024–25,Sporting Activities,1399.0,2.3
2015–16,Government Agreement,651.0,2.3
2016–17,Government Agreement,935.0,2.3
2017–18,Government Agreement,821.0,2.3
2018–19,Government Agreement,1035.0,2.3
2019–20,Government Agreement,1201.0,2.3
2020–21,Government Agreement,494.0,2.3
2021–22,Government Agreement,710.0,2.3
2022–23,Government Agreement,908.0,2.3
2023–24,Government Agreement,1142.0,2.3
2024–25,Government Agreement,1261.0,2.3
2015–16,Special Programs,1754.0,2.3
2016–17,Special Programs,1737.0,2.3
2017–18,Special Programs,1760.0,2.3
2018–19,Special Programs,1369.0,2.3
2019–20,Special Programs,721.0,2.3
2020–21,Special Programs,42.0,2.3
2021–22,Special Programs,242.0,2.3
2022–23,Special Programs,682.0,2.3
2023–24,Special Programs,782.0,2.3
2024–25,Special Programs,673.0,2.3
2015–16,Other6,21362.0,2.3
2016–17,Other6,16001.0,2.3
2017–18,Other6,10066.0,2.3
2018–19,Other6,13703.0,2.3
2019–20,Other6,12022.0,2.3
2020–21,Other6,9319.0,2.3
2021–22,Other6,12850.0,2.3
2022–23,Other6,976.0,2.3
2023–24,Other6,1134.0,2.3
2024–25,Other6,1547.0,2.3
2015–16,Total,130807.0,2.3
2016–17,Total,145100.0,2.3
2017–18,Total,180459.0,2.3
2018–19,Total,186148.0,2.3
2019–20,Total,162108.0,2.3
2020–21,Total,107648.0,2.3
2021–22,Total,160475.0,2.3
2022–23,Total,464539.0,2.3
2023–24,Total,319366.0,2.3
2024–25,Total,255420.0,2.3
