Year,variable,value,sheet
2016–17,Skill stream total,9811.0,1.18
2017–18,Skill stream total,7458.0,1.18
2018–19,Skill stream total,8210.0,1.18
2019–20,Skill stream total,9992.0,1.18
2020–21,Skill stream total,8762.0,1.18
2021–22,Skill stream total,11091.0,1.18
2022–23,Skill stream total,17274.0,1.18
2023–24,Skill stream total,13303.0,1.18
2024–25,Skill stream total,8309.0,1.18
2015–16,Partner,5804.0,1.18
2016–17,Partner,7118.0,1.18
2017–18,Partner,5619.0,1.18
2018–19,Partner,6484.0,1.18
2019–20,Partner,6575.0,1.18
2020–21,Partner,14435.0,1.18
2021–22,Partner,10776.0,1.18
2022–23,Partner,8424.0,1.18
2023–24,Partner,5992.0,1.18
2024–25,Partner,4165.0,1.18
2015–16,"All other
Family stream visas5",65.0,1.18
2016–17,"All other
Family stream visas5",47.0,1.18
2017–18,"All other
Family stream visas5",35.0,1.18
2018–19,"All other
Family stream visas5",25.0,1.18
2019–20,"All other
Family stream visas5",12.0,1.18
2020–21,"All other
Family stream visas5",75.0,1.18
2021–22,"All other
Family stream visas5",37.0,1.18
2022–23,"All other
Family stream visas5",69.0,1.18
2023–24,"All other
Family stream visas5",70.0,1.18
2024–25,"All other
Family stream visas5",97.0,1.18
2015–16,Family stream total,5869.0,1.18
2016–17,Family stream total,7165.0,1.18
2017–18,Family stream total,5654.0,1.18
2018–19,Family stream total,6509.0,1.18
2019–20,Family stream total,6587.0,1.18
2020–21,Family stream total,14510.0,1.18
2021–22,Family stream total,10813.0,1.18
2022–23,Family stream total,8493.0,1.18
2023–24,Family stream total,6062.0,1.18
2024–25,Family stream total,4262.0,1.18
2015–16,Special Eligibility total,36.0,1.18
2016–17,Special Eligibility total,57.0,1.18
2017–18,Special Eligibility total,26.0,1.18
2018–19,Special Eligibility total,13.0,1.18
2019–20,Special Eligibility total,9.0,1.18
2020–21,Special Eligibility total,20.0,1.18
2021–22,Special Eligibility total,18.0,1.18
2022–23,Special Eligibility total,37.0,1.18
2023–24,Special Eligibility total,28.0,1.18
2024–25,Special Eligibility total,66.0,1.18
2015–16,Child stream total,69.0,1.18
2016–17,Child stream total,69.0,1.18
2017–18,Child stream total,0.0,1.18
2018–19,Child stream total,0.0,1.18
2019–20,Child stream total,0.0,1.18
2020–21,Child stream total,0.0,1.18
2021–22,Child stream total,0.0,1.18
2022–23,Child stream total,,1.18
2023–24,Child stream total,,1.18
2024–25,Child stream total,,1.18
2015–16,Total,18251.0,1.18
2016–17,Total,17102.0,1.18
2017–18,Total,13138.0,1.18
2018–19,Total,14732.0,1.18
2019–20,Total,16588.0,1.18
2020–21,Total,23292.0,1.18
2021–22,Total,21922.0,1.18
2022–23,Total,25804.0,1.18
2023–24,Total,19393.0,1.18
2024–25,Total,12637.0,1.18
