Year,variable,value,sheet
2022–23,Iraq,231,1.16
2023–24,Iraq,469,1.16
2024–25,Iraq,571,1.16
2015–16,Colombia,334,1.16
2016–17,Colombia,417,1.16
2017–18,Colombia,405,1.16
2018–19,Colombia,299,1.16
2019–20,Colombia,415,1.16
2020–21,Colombia,1096,1.16
2021–22,Colombia,792,1.16
2022–23,Colombia,642,1.16
2023–24,Colombia,543,1.16
2024–25,Colombia,556,1.16
2015–16,Other2,16897,1.16
2016–17,Other2,17046,1.16
2017–18,Other2,13165,1.16
2018–19,Other2,14176,1.16
2019–20,Other2,14441,1.16
2020–21,Other2,26269,1.16
2021–22,Other2,17786,1.16
2022–23,Other2,14017,1.16
2023–24,Other2,11479,1.16
2024–25,Other2,11676,1.16
2015–16,Total,47825,1.16
2016–17,Total,47825,1.16
2017–18,Total,39799,1.16
2018–19,Total,39918,1.16
2019–20,Total,37118,1.16
2020–21,Total,72376,1.16
2021–22,Total,46288,1.16
2022–23,Total,40500,1.16
2023–24,Total,40720,1.16
2024–25,Total,40500,1.16
