indicator,year,value,table,category
Public Administration and Safety,2014,94.0,1_4,
Public Administration and Safety,2015,41.0,1_4,
Public Administration and Safety,2016,32.0,1_4,
Public Administration and Safety,2017,45.0,1_4,
Public Administration and Safety,2018,32.0,1_4,
Public Administration and Safety,2019,18.0,1_4,
Public Administration and Safety,2020,15.0,1_4,
Public Administration and Safety,2021,36.0,1_4,
Public Administration and Safety,2022,51.0,1_4,
Public Administration and Safety,2023,297.0,1_4,
Public Administration and Safety,2024,300.0,1_4,
"Rental, Hiring and Real Estate Services",2007,284.0,1_4,
"Rental, Hiring and Real Estate Services",2008,385.0,1_4,
"Rental, Hiring and Real Estate Services",2009,300.0,1_4,
"Rental, Hiring and Real Estate Services",2010,312.0,1_4,
"Rental, Hiring and Real Estate Services",2011,234.0,1_4,
"Rental, Hiring and Real Estate Services",2012,177.0,1_4,
"Rental, Hiring and Real Estate Services",2013,132.0,1_4,
"Rental, Hiring and Real Estate Services",2014,172.0,1_4,
"Rental, Hiring and Real Estate Services",2015,193.0,1_4,
"Rental, Hiring and Real Estate Services",2016,217.0,1_4,
"Rental, Hiring and Real Estate Services",2017,143.0,1_4,
"Rental, Hiring and Real Estate Services",2018,146.0,1_4,
"Rental, Hiring and Real Estate Services",2019,130.0,1_4,
"Rental, Hiring and Real Estate Services",2020,37.0,1_4,
"Rental, Hiring and Real Estate Services",2021,51.0,1_4,
"Rental, Hiring and Real Estate Services",2022,47.0,1_4,
"Rental, Hiring and Real Estate Services",2023,42.0,1_4,
"Rental, Hiring and Real Estate Services",2024,55.0,1_4,
Retail Trade,2007,296.0,1_4,
Retail Trade,2008,485.0,1_4,
Retail Trade,2009,525.0,1_4,
Retail Trade,2010,754.0,1_4,
Retail Trade,2011,989.0,1_4,
Retail Trade,2012,1144.0,1_4,
Retail Trade,2013,1084.0,1_4,
Retail Trade,2014,1240.0,1_4,
Retail Trade,2015,1541.0,1_4,
Retail Trade,2016,1503.0,1_4,
Retail Trade,2017,856.0,1_4,
Retail Trade,2018,971.0,1_4,
Retail Trade,2019,535.0,1_4,
Retail Trade,2020,339.0,1_4,
Retail Trade,2021,406.0,1_4,
Retail Trade,2022,450.0,1_4,
Retail Trade,2023,382.0,1_4,
Retail Trade,2024,408.0,1_4,
Transport Postal and Warehousing,2007,113.0,1_4,
Transport Postal and Warehousing,2008,242.0,1_4,
Transport Postal and Warehousing,2009,255.0,1_4,
Transport Postal and Warehousing,2010,288.0,1_4,
Transport Postal and Warehousing,2011,286.0,1_4,
Transport Postal and Warehousing,2012,253.0,1_4,
Transport Postal and Warehousing,2013,303.0,1_4,
Transport Postal and Warehousing,2014,348.0,1_4,
Transport Postal and Warehousing,2015,426.0,1_4,
Transport Postal and Warehousing,2016,391.0,1_4,
Transport Postal and Warehousing,2017,261.0,1_4,
Transport Postal and Warehousing,2018,253.0,1_4,
Transport Postal and Warehousing,2019,145.0,1_4,
Transport Postal and Warehousing,2020,150.0,1_4,
Transport Postal and Warehousing,2021,124.0,1_4,
Transport Postal and Warehousing,2022,191.0,1_4,
Transport Postal and Warehousing,2023,139.0,1_4,
Transport Postal and Warehousing,2024,201.0,1_4,
Wholesale Trade,2007,148.0,1_4,
Wholesale Trade,2008,246.0,1_4,
Wholesale Trade,2009,273.0,1_4,
Wholesale Trade,2010,260.0,1_4,
Wholesale Trade,2011,258.0,1_4,
Wholesale Trade,2012,275.0,1_4,
Wholesale Trade,2013,357.0,1_4,
Wholesale Trade,2014,437.0,1_4,
Wholesale Trade,2015,515.0,1_4,
Wholesale Trade,2016,525.0,1_4,
Wholesale Trade,2017,320.0,1_4,
Wholesale Trade,2018,299.0,1_4,
Wholesale Trade,2019,234.0,1_4,
Wholesale Trade,2020,118.0,1_4,
Wholesale Trade,2021,134.0,1_4,
Wholesale Trade,2022,109.0,1_4,
Wholesale Trade,2023,152.0,1_4,
Wholesale Trade,2024,146.0,1_4,
Not Specified,2007,119.0,1_4,
Not Specified,2008,99.0,1_4,
Not Specified,2009,71.0,1_4,
Not Specified,2010,100.0,1_4,
Not Specified,2011,138.0,1_4,
Not Specified,2012,351.0,1_4,
Not Specified,2013,222.0,1_4,
Not Specified,2014,181.0,1_4,
Not Specified,2015,35.0,1_4,
Not Specified,2016,13.0,1_4,
Not Specified,2017,10.0,1_4,
Not Specified,2019,0.0,1_4,
Not Specified,2022,0.0,1_4,
Total,2007,9464.0,1_4,
Total,2008,14735.0,1_4,
Total,2009,16334.0,1_4,
Total,2010,18851.0,1_4,
Total,2011,20512.0,1_4,
Total,2012,21651.0,1_4,
Total,2013,21453.0,1_4,
Total,2014,22098.0,1_4,
Total,2015,22091.0,1_4,
Total,2016,22184.0,1_4,
Total,2017,16036.0,1_4,
Total,2018,20025.0,1_4,
Total,2019,13263.0,1_4,
Total,2020,10543.0,1_4,
Total,2021,11724.0,1_4,
Total,2022,15127.0,1_4,
Total,2023,14582.0,1_4,
Total,2024,17784.0,1_4,
India,2019,7585.0,1_6,
India,2020,4638.0,1_6,
India,2021,5931.0,1_6,
India,2022,12192.0,1_6,
India,2023,12953.0,1_6,
India,2024,13193.0,1_6,
Sri Lanka,2019,883.0,1_6,
Sri Lanka,2020,451.0,1_6,
Sri Lanka,2021,699.0,1_6,
Sri Lanka,2022,1068.0,1_6,
Sri Lanka,2023,1357.0,1_6,
Sri Lanka,2024,3611.0,1_6,
Pakistan,2019,1223.0,1_6,
Pakistan,2020,762.0,1_6,
Pakistan,2021,1358.0,1_6,
Pakistan,2022,1754.0,1_6,
Pakistan,2023,2245.0,1_6,
Pakistan,2024,2881.0,1_6,
Nepal,2019,1638.0,1_6,
Nepal,2020,1198.0,1_6,
Nepal,2021,2472.0,1_6,
Nepal,2022,4380.0,1_6,
Nepal,2023,3301.0,1_6,
Nepal,2024,2574.0,1_6,
Philippines,2019,1842.0,1_6,
Philippines,2020,1289.0,1_6,
Philippines,2021,1458.0,1_6,
Philippines,2022,3098.0,1_6,
Philippines,2023,1830.0,1_6,
Philippines,2024,1542.0,1_6,
People's Republic of China2,2019,1925.0,1_6,
People's Republic of China2,2020,764.0,1_6,
People's Republic of China2,2021,950.0,1_6,
People's Republic of China2,2022,2106.0,1_6,
People's Republic of China2,2023,1380.0,1_6,
People's Republic of China2,2024,1101.0,1_6,
Bangladesh,2019,380.0,1_6,
Bangladesh,2020,201.0,1_6,
Bangladesh,2021,315.0,1_6,
Bangladesh,2022,457.0,1_6,
Bangladesh,2023,495.0,1_6,
Bangladesh,2024,588.0,1_6,
Iran,2019,340.0,1_6,
Iran,2020,283.0,1_6,
Iran,2021,170.0,1_6,
Iran,2022,402.0,1_6,
Iran,2023,495.0,1_6,
Iran,2024,582.0,1_6,
United Kingdom,2019,1050.0,1_6,
United Kingdom,2020,489.0,1_6,
United Kingdom,2021,583.0,1_6,
United Kingdom,2022,1141.0,1_6,
United Kingdom,2023,729.0,1_6,
United Kingdom,2024,521.0,1_6,
Bhutan,2019,48.0,1_6,
Bhutan,2020,71.0,1_6,
Bhutan,2021,186.0,1_6,
Bhutan,2022,266.0,1_6,
Bhutan,2023,409.0,1_6,
Bhutan,2024,490.0,1_6,
South Africa,2019,945.0,1_6,
South Africa,2020,356.0,1_6,
South Africa,2021,464.0,1_6,
South Africa,2022,1262.0,1_6,
South Africa,2023,1050.0,1_6,
South Africa,2024,441.0,1_6,
Vietnam,2019,669.0,1_6,
Vietnam,2020,343.0,1_6,
Vietnam,2021,481.0,1_6,
Vietnam,2022,529.0,1_6,
Vietnam,2023,489.0,1_6,
Vietnam,2024,424.0,1_6,
Nigeria,2019,266.0,1_6,
Nigeria,2020,153.0,1_6,
Nigeria,2021,183.0,1_6,
Nigeria,2022,560.0,1_6,
Nigeria,2023,362.0,1_6,
Nigeria,2024,413.0,1_6,
Egypt,2019,321.0,1_6,
Egypt,2020,175.0,1_6,
Egypt,2021,118.0,1_6,
Egypt,2022,268.0,1_6,
Egypt,2023,412.0,1_6,
Egypt,2024,399.0,1_6,
Zimbabwe,2019,114.0,1_6,
Zimbabwe,2020,102.0,1_6,
Zimbabwe,2021,108.0,1_6,
Zimbabwe,2022,229.0,1_6,
Zimbabwe,2023,269.0,1_6,
Zimbabwe,2024,375.0,1_6,
Other3,2019,4143.0,1_6,
Other3,2020,2310.0,1_6,
Other3,2021,2747.0,1_6,
Other3,2022,4232.0,1_6,
Other3,2023,4524.0,1_6,
Other3,2024,3813.0,1_6,
Total,2019,23372.0,1_6,
Total,2020,13585.0,1_6,
Total,2021,18223.0,1_6,
Total,2022,33944.0,1_6,
Total,2023,32300.0,1_6,
Total,2024,32948.0,1_6,
Accountants,2019,1532.0,1_7,
Accountants,2020,480.0,1_7,
Accountants,2021,1376.0,1_7,
Accountants,2022,2971.0,1_7,
Accountants,2023,2272.0,1_7,
Accountants,2024,997.0,1_7,
Software and Applications Programmers,2019,272.0,1_7,
Software and Applications Programmers,2020,264.0,1_7,
Software and Applications Programmers,2021,377.0,1_7,
Software and Applications Programmers,2022,491.0,1_7,
Software and Applications Programmers,2023,463.0,1_7,
Software and Applications Programmers,2024,606.0,1_7,
"Industrial, Mechanical and Production Engineers",2019,174.0,1_7,
"Industrial, Mechanical and Production Engineers",2020,245.0,1_7,
"Industrial, Mechanical and Production Engineers",2021,277.0,1_7,
"Industrial, Mechanical and Production Engineers",2022,363.0,1_7,
"Industrial, Mechanical and Production Engineers",2023,809.0,1_7,
"Industrial, Mechanical and Production Engineers",2024,586.0,1_7,
Chefs,2019,411.0,1_7,
Chefs,2020,142.0,1_7,
Chefs,2021,448.0,1_7,
Chefs,2022,983.0,1_7,
Chefs,2023,944.0,1_7,
Chefs,2024,580.0,1_7,
Civil Engineering Professionals,2019,211.0,1_7,
Civil Engineering Professionals,2020,223.0,1_7,
Civil Engineering Professionals,2021,282.0,1_7,
Civil Engineering Professionals,2022,338.0,1_7,
Civil Engineering Professionals,2023,544.0,1_7,
Civil Engineering Professionals,2024,464.0,1_7,
Motor Mechanics,2019,207.0,1_7,
Motor Mechanics,2020,66.0,1_7,
Motor Mechanics,2021,108.0,1_7,
Motor Mechanics,2022,579.0,1_7,
Motor Mechanics,2023,289.0,1_7,
Motor Mechanics,2024,392.0,1_7,
Other Engineering Professionals,2019,166.0,1_7,
Other Engineering Professionals,2020,160.0,1_7,
Other Engineering Professionals,2021,176.0,1_7,
Other Engineering Professionals,2022,246.0,1_7,
Other Engineering Professionals,2023,442.0,1_7,
Other Engineering Professionals,2024,365.0,1_7,
ICT Business and Systems Analysts2,2019,117.0,1_7,
ICT Business and Systems Analysts2,2020,108.0,1_7,
ICT Business and Systems Analysts2,2021,251.0,1_7,
ICT Business and Systems Analysts2,2022,366.0,1_7,
ICT Business and Systems Analysts2,2023,488.0,1_7,
ICT Business and Systems Analysts2,2024,358.0,1_7,
Registered Nurses,2019,897.0,1_7,
Registered Nurses,2020,1353.0,1_7,
Registered Nurses,2021,1162.0,1_7,
Registered Nurses,2022,456.0,1_7,
Registered Nurses,2023,154.0,1_7,
Registered Nurses,2024,299.0,1_7,
Human Resource Professionals,2019,63.0,1_7,
Human Resource Professionals,2020,14.0,1_7,
Human Resource Professionals,2021,49.0,1_7,
Human Resource Professionals,2022,99.0,1_7,
Human Resource Professionals,2023,136.0,1_7,
Human Resource Professionals,2024,262.0,1_7,
Other3,2019,6210.0,1_7,
Other3,2020,2863.0,1_7,
Other3,2021,3922.0,1_7,
Other3,2022,7945.0,1_7,
Other3,2023,7255.0,1_7,
Other3,2024,7487.0,1_7,
Total,2019,10260.0,1_7,
Total,2020,5918.0,1_7,
Total,2021,8428.0,1_7,
Total,2022,14837.0,1_7,
Total,2023,13796.0,1_7,
Total,2024,12396.0,1_7,
India,2015,8115.0,1_8,
India,2016,8541.0,1_8,
India,2017,10652.0,1_8,
India,2018,9465.0,1_8,
India,2019,6149.0,1_8,
India,2020,4052.0,1_8,
India,2021,5386.0,1_8,
India,2022,9740.0,1_8,
India,2023,11064.0,1_8,
India,2024,11355.0,1_8,
People's Republic of China1,2015,2556.0,1_8,
People's Republic of China1,2016,2189.0,1_8,
People's Republic of China1,2017,2923.0,1_8,
People's Republic of China1,2018,2611.0,1_8,
People's Republic of China1,2019,3616.0,1_8,
People's Republic of China1,2020,2207.0,1_8,
People's Republic of China1,2021,2443.0,1_8,
People's Republic of China1,2022,4324.0,1_8,
People's Republic of China1,2023,3179.0,1_8,
People's Republic of China1,2024,3158.0,1_8,
Nepal,2015,1382.0,1_8,
Nepal,2016,934.0,1_8,
Nepal,2017,917.0,1_8,
Nepal,2018,1122.0,1_8,
Nepal,2019,1679.0,1_8,
Nepal,2020,1669.0,1_8,
Nepal,2021,2737.0,1_8,
Nepal,2022,3367.0,1_8,
Nepal,2023,2773.0,1_8,
Nepal,2024,2523.0,1_8,
Pakistan,2015,1642.0,1_8,
Pakistan,2016,1632.0,1_8,
Pakistan,2017,1633.0,1_8,
Pakistan,2018,1387.0,1_8,
Pakistan,2019,674.0,1_8,
Pakistan,2020,573.0,1_8,
Pakistan,2021,688.0,1_8,
Pakistan,2022,908.0,1_8,
Pakistan,2023,1162.0,1_8,
Pakistan,2024,2404.0,1_8,
Sri Lanka,2015,1026.0,1_8,
Sri Lanka,2016,918.0,1_8,
Sri Lanka,2017,917.0,1_8,
Sri Lanka,2018,818.0,1_8,
Sri Lanka,2019,414.0,1_8,
Sri Lanka,2020,268.0,1_8,
Sri Lanka,2021,444.0,1_8,
Sri Lanka,2022,834.0,1_8,
Sri Lanka,2023,1406.0,1_8,
Sri Lanka,2024,2010.0,1_8,
United Kingdom,2015,1611.0,1_8,
United Kingdom,2016,1176.0,1_8,
United Kingdom,2017,1192.0,1_8,
United Kingdom,2018,1390.0,1_8,
United Kingdom,2019,1204.0,1_8,
United Kingdom,2020,592.0,1_8,
United Kingdom,2021,740.0,1_8,
United Kingdom,2022,1703.0,1_8,
United Kingdom,2023,1163.0,1_8,
United Kingdom,2024,1602.0,1_8,
Philippines,2015,1181.0,1_8,
Philippines,2016,1040.0,1_8,
Philippines,2017,1397.0,1_8,
Philippines,2018,1326.0,1_8,
Philippines,2019,1330.0,1_8,
Philippines,2020,789.0,1_8,
Philippines,2021,995.0,1_8,
Philippines,2022,1135.0,1_8,
Philippines,2023,1262.0,1_8,
Philippines,2024,1308.0,1_8,
Malaysia,2015,729.0,1_8,
Malaysia,2016,774.0,1_8,
Malaysia,2017,695.0,1_8,
Malaysia,2018,472.0,1_8,
Malaysia,2019,428.0,1_8,
Malaysia,2020,451.0,1_8,
Malaysia,2021,514.0,1_8,
Malaysia,2022,716.0,1_8,
Malaysia,2023,628.0,1_8,
Malaysia,2024,815.0,1_8,
South Africa,2015,660.0,1_8,
South Africa,2016,757.0,1_8,
South Africa,2017,903.0,1_8,
South Africa,2018,925.0,1_8,
South Africa,2019,758.0,1_8,
South Africa,2020,158.0,1_8,
South Africa,2021,224.0,1_8,
South Africa,2022,965.0,1_8,
South Africa,2023,770.0,1_8,
South Africa,2024,707.0,1_8,
Bhutan,2015,16.0,1_8,
Bhutan,2016,56.0,1_8,
Bhutan,2017,63.0,1_8,
Bhutan,2018,61.0,1_8,
Bhutan,2019,96.0,1_8,
Bhutan,2020,141.0,1_8,
Bhutan,2021,207.0,1_8,
Bhutan,2022,244.0,1_8,
Bhutan,2023,315.0,1_8,
Bhutan,2024,672.0,1_8,
Iran,2015,466.0,1_8,
Iran,2016,488.0,1_8,
Iran,2017,634.0,1_8,
Iran,2018,567.0,1_8,
Iran,2019,589.0,1_8,
Iran,2020,202.0,1_8,
Iran,2021,265.0,1_8,
Iran,2022,828.0,1_8,
Iran,2023,576.0,1_8,
Iran,2024,665.0,1_8,
Vietnam,2015,388.0,1_8,
Vietnam,2016,449.0,1_8,
Vietnam,2017,482.0,1_8,
Vietnam,2018,538.0,1_8,
Vietnam,2019,702.0,1_8,
Vietnam,2020,433.0,1_8,
Vietnam,2021,612.0,1_8,
Vietnam,2022,708.0,1_8,
Vietnam,2023,527.0,1_8,
Vietnam,2024,569.0,1_8,
Bangladesh,2015,710.0,1_8,
Bangladesh,2016,729.0,1_8,
Bangladesh,2017,535.0,1_8,
Bangladesh,2018,377.0,1_8,
Bangladesh,2019,364.0,1_8,
Bangladesh,2020,183.0,1_8,
Bangladesh,2021,258.0,1_8,
Bangladesh,2022,384.0,1_8,
Bangladesh,2023,390.0,1_8,
Bangladesh,2024,401.0,1_8,
Ireland,2015,413.0,1_8,
Ireland,2016,222.0,1_8,
Ireland,2017,189.0,1_8,
Ireland,2018,160.0,1_8,
Ireland,2019,133.0,1_8,
Ireland,2020,117.0,1_8,
Ireland,2021,221.0,1_8,
Ireland,2022,277.0,1_8,
Ireland,2023,416.0,1_8,
Ireland,2024,382.0,1_8,
Brazil,2015,98.0,1_8,
Brazil,2016,117.0,1_8,
Brazil,2017,149.0,1_8,
Brazil,2018,164.0,1_8,
Brazil,2019,127.0,1_8,
Brazil,2020,135.0,1_8,
Brazil,2021,197.0,1_8,
Brazil,2022,398.0,1_8,
Brazil,2023,289.0,1_8,
Brazil,2024,348.0,1_8,
Other2,2015,3657.0,1_8,
Other2,2016,3743.0,1_8,
Other2,2017,4119.0,1_8,
Other2,2018,3963.0,1_8,
Other2,2019,3232.0,1_8,
Other2,2020,2298.0,1_8,
Other2,2021,3445.0,1_8,
Other2,2022,4469.0,1_8,
Other2,2023,4480.0,1_8,
Other2,2024,4081.0,1_8,
Total,2015,24650.0,1_8,
Total,2016,23765.0,1_8,
Total,2017,27400.0,1_8,
Total,2018,25346.0,1_8,
Total,2019,21495.0,1_8,
Total,2020,14268.0,1_8,
Total,2021,19376.0,1_8,
Total,2022,31000.0,1_8,
Total,2023,30400.0,1_8,
Total,2024,33000.0,1_8,
Software and Applications Programmers,2015,1436.0,1_9,
Software and Applications Programmers,2016,1412.0,1_9,
Software and Applications Programmers,2017,1712.0,1_9,
Software and Applications Programmers,2018,1431.0,1_9,
Software and Applications Programmers,2019,956.0,1_9,
Software and Applications Programmers,2020,1141.0,1_9,
Software and Applications Programmers,2021,1277.0,1_9,
Software and Applications Programmers,2022,1247.0,1_9,
Software and Applications Programmers,2023,1507.0,1_9,
Software and Applications Programmers,2024,1561.0,1_9,
Accountants,2015,1542.0,1_9,
Accountants,2016,1308.0,1_9,
Accountants,2017,1342.0,1_9,
Accountants,2018,1414.0,1_9,
Accountants,2019,1726.0,1_9,
Accountants,2020,863.0,1_9,
Accountants,2021,673.0,1_9,
Accountants,2022,941.0,1_9,
Accountants,2023,863.0,1_9,
Accountants,2024,1274.0,1_9,
ICT Business and Systems Analysts2,2015,559.0,1_9,
ICT Business and Systems Analysts2,2016,616.0,1_9,
ICT Business and Systems Analysts2,2017,520.0,1_9,
ICT Business and Systems Analysts2,2018,510.0,1_9,
ICT Business and Systems Analysts2,2019,433.0,1_9,
ICT Business and Systems Analysts2,2020,416.0,1_9,
ICT Business and Systems Analysts2,2021,551.0,1_9,
ICT Business and Systems Analysts2,2022,576.0,1_9,
ICT Business and Systems Analysts2,2023,688.0,1_9,
ICT Business and Systems Analysts2,2024,1132.0,1_9,
Civil Engineering Professionals,2015,378.0,1_9,
Civil Engineering Professionals,2016,320.0,1_9,
Civil Engineering Professionals,2017,385.0,1_9,
Civil Engineering Professionals,2018,432.0,1_9,
Civil Engineering Professionals,2019,438.0,1_9,
Civil Engineering Professionals,2020,372.0,1_9,
Civil Engineering Professionals,2021,601.0,1_9,
Civil Engineering Professionals,2022,797.0,1_9,
Civil Engineering Professionals,2023,821.0,1_9,
Civil Engineering Professionals,2024,1128.0,1_9,
"Industrial, Mechanical and Production Engineers",2015,172.0,1_9,
"Industrial, Mechanical and Production Engineers",2016,108.0,1_9,
"Industrial, Mechanical and Production Engineers",2017,273.0,1_9,
"Industrial, Mechanical and Production Engineers",2018,246.0,1_9,
"Industrial, Mechanical and Production Engineers",2019,193.0,1_9,
"Industrial, Mechanical and Production Engineers",2020,313.0,1_9,
"Industrial, Mechanical and Production Engineers",2021,458.0,1_9,
"Industrial, Mechanical and Production Engineers",2022,686.0,1_9,
"Industrial, Mechanical and Production Engineers",2023,550.0,1_9,
"Industrial, Mechanical and Production Engineers",2024,884.0,1_9,
Registered Nurses,2015,731.0,1_9,
Registered Nurses,2016,548.0,1_9,
Registered Nurses,2017,932.0,1_9,
Registered Nurses,2018,1476.0,1_9,
Registered Nurses,2019,2468.0,1_9,
Registered Nurses,2020,1537.0,1_9,
Registered Nurses,2021,2859.0,1_9,
Registered Nurses,2022,2855.0,1_9,
