indicator,year,value,table,category
Total,2021,4031.0,2_2,
Total,2022,6223.0,2_2,
Total,2023,6461.0,2_2,
Total,2024,6633.0,2_2,
Post-Higher Education Work2,2015,19989.0,2_3,
Post-Higher Education Work2,2016,31960.0,2_3,
Post-Higher Education Work2,2017,43507.0,2_3,
Post-Higher Education Work2,2018,54781.0,2_3,
Post-Higher Education Work2,2019,54021.0,2_3,
Post-Higher Education Work2,2020,45724.0,2_3,
Post-Higher Education Work2,2021,54730.0,2_3,
Post-Higher Education Work2,2022,125090.0,2_3,
Post-Higher Education Work2,2023,96367.0,2_3,
Post-Higher Education Work2,2024,97365.0,2_3,
Highly Specialised Work3,2015,43127.0,2_3,
Highly Specialised Work3,2016,42260.0,2_3,
Highly Specialised Work3,2017,44502.0,2_3,
Highly Specialised Work3,2018,43643.0,2_3,
Highly Specialised Work3,2019,30296.0,2_3,
Highly Specialised Work3,2020,8530.0,2_3,
Highly Specialised Work3,2021,18258.0,2_3,
Highly Specialised Work3,2022,37616.0,2_3,
Highly Specialised Work3,2023,38707.0,2_3,
Highly Specialised Work3,2024,36166.0,2_3,
Post-Vocational Education Work2,2015,12425.0,2_3,
Post-Vocational Education Work2,2016,9419.0,2_3,
Post-Vocational Education Work2,2017,8149.0,2_3,
Post-Vocational Education Work2,2018,9213.0,2_3,
Post-Vocational Education Work2,2019,8982.0,2_3,
Post-Vocational Education Work2,2020,7512.0,2_3,
Post-Vocational Education Work2,2021,9056.0,2_3,
Post-Vocational Education Work2,2022,53927.0,2_3,
Post-Vocational Education Work2,2023,14010.0,2_3,
Post-Vocational Education Work2,2024,28964.0,2_3,
Entertainment,2015,18689.0,2_3,
Entertainment,2016,21452.0,2_3,
Entertainment,2017,23379.0,2_3,
Entertainment,2018,24194.0,2_3,
Entertainment,2019,18984.0,2_3,
Entertainment,2020,2159.0,2_3,
Entertainment,2021,5690.0,2_3,
Entertainment,2022,22120.0,2_3,
Entertainment,2023,24075.0,2_3,
Entertainment,2024,24861.0,2_3,
Pacific Australia Labour Mobility Scheme4,2021,4629.0,2_3,
Pacific Australia Labour Mobility Scheme4,2022,30350.0,2_3,
Pacific Australia Labour Mobility Scheme4,2023,25239.0,2_3,
Pacific Australia Labour Mobility Scheme4,2024,24609.0,2_3,
Invited for Other Social and Cultural Activity5,2016,4459.0,2_3,
Invited for Other Social and Cultural Activity5,2017,13921.0,2_3,
Invited for Other Social and Cultural Activity5,2018,16175.0,2_3,
Invited for Other Social and Cultural Activity5,2019,12762.0,2_3,
Invited for Other Social and Cultural Activity5,2020,1686.0,2_3,
Invited for Other Social and Cultural Activity5,2021,7528.0,2_3,
Invited for Other Social and Cultural Activity5,2022,16370.0,2_3,
Invited for Other Social and Cultural Activity5,2023,16124.0,2_3,
Invited for Other Social and Cultural Activity5,2024,15751.0,2_3,
Temporary Resident - Other (Not Further Specified),2015,1351.0,2_3,
Temporary Resident - Other (Not Further Specified),2016,3597.0,2_3,
Temporary Resident - Other (Not Further Specified),2017,5770.0,2_3,
Temporary Resident - Other (Not Further Specified),2018,6299.0,2_3,
Temporary Resident - Other (Not Further Specified),2019,6088.0,2_3,
Temporary Resident - Other (Not Further Specified),2020,1869.0,2_3,
Temporary Resident - Other (Not Further Specified),2021,3052.0,2_3,
Temporary Resident - Other (Not Further Specified),2022,8509.0,2_3,
Temporary Resident - Other (Not Further Specified),2023,7513.0,2_3,
Temporary Resident - Other (Not Further Specified),2024,6224.0,2_3,
Family (Temporary),2015,2700.0,2_3,
Family (Temporary),2016,1919.0,2_3,
Family (Temporary),2017,1036.0,2_3,
Family (Temporary),2018,1184.0,2_3,
Family (Temporary),2019,2481.0,2_3,
Family (Temporary),2020,2831.0,2_3,
Family (Temporary),2021,5523.0,2_3,
Family (Temporary),2022,8075.0,2_3,
Family (Temporary),2023,6848.0,2_3,
Family (Temporary),2024,6137.0,2_3,
Research Activities,2015,3428.0,2_3,
Research Activities,2016,4283.0,2_3,
Research Activities,2017,6227.0,2_3,
Research Activities,2018,7070.0,2_3,
Research Activities,2019,5399.0,2_3,
Research Activities,2020,242.0,2_3,
Research Activities,2021,2001.0,2_3,
Research Activities,2022,4671.0,2_3,
Research Activities,2023,5429.0,2_3,
Research Activities,2024,3104.0,2_3,
Diplomatic,2015,2895.0,2_3,
Diplomatic,2016,2938.0,2_3,
Diplomatic,2017,3081.0,2_3,
Diplomatic,2018,3007.0,2_3,
Diplomatic,2019,2504.0,2_3,
Diplomatic,2020,3010.0,2_3,
Diplomatic,2021,2926.0,2_3,
Diplomatic,2022,2847.0,2_3,
Diplomatic,2023,2702.0,2_3,
Diplomatic,2024,2664.0,2_3,
Australian Government Endorsed Events5,2017,14781.0,2_3,
Australian Government Endorsed Events5,2018,1135.0,2_3,
Australian Government Endorsed Events5,2019,3276.0,2_3,
Australian Government Endorsed Events5,2020,22929.0,2_3,
Australian Government Endorsed Events5,2021,31268.0,2_3,
Australian Government Endorsed Events5,2022,148311.0,2_3,
Australian Government Endorsed Events5,2023,76597.0,2_3,
Australian Government Endorsed Events5,2024,2385.0,2_3,
Religious Work,2015,1853.0,2_3,
Religious Work,2016,2118.0,2_3,
Religious Work,2017,2281.0,2_3,
Religious Work,2018,1991.0,2_3,
Religious Work,2019,1925.0,2_3,
Religious Work,2020,600.0,2_3,
Religious Work,2021,1016.0,2_3,
Religious Work,2022,2506.0,2_3,
Religious Work,2023,1449.0,2_3,
Religious Work,2024,2310.0,2_3,
Sporting Activities,2015,583.0,2_3,
Sporting Activities,2016,2022.0,2_3,
Sporting Activities,2017,1178.0,2_3,
Sporting Activities,2018,1349.0,2_3,
Sporting Activities,2019,1446.0,2_3,
Sporting Activities,2020,701.0,2_3,
Sporting Activities,2021,996.0,2_3,
Sporting Activities,2022,1581.0,2_3,
Sporting Activities,2023,1248.0,2_3,
Sporting Activities,2024,1399.0,2_3,
Government Agreement,2015,651.0,2_3,
Government Agreement,2016,935.0,2_3,
Government Agreement,2017,821.0,2_3,
Government Agreement,2018,1035.0,2_3,
Government Agreement,2019,1201.0,2_3,
Government Agreement,2020,494.0,2_3,
Government Agreement,2021,710.0,2_3,
Government Agreement,2022,908.0,2_3,
Government Agreement,2023,1142.0,2_3,
Government Agreement,2024,1261.0,2_3,
Special Programs,2015,1754.0,2_3,
Special Programs,2016,1737.0,2_3,
Special Programs,2017,1760.0,2_3,
Special Programs,2018,1369.0,2_3,
Special Programs,2019,721.0,2_3,
Special Programs,2020,42.0,2_3,
Special Programs,2021,242.0,2_3,
Special Programs,2022,682.0,2_3,
Special Programs,2023,782.0,2_3,
Special Programs,2024,673.0,2_3,
Other6,2015,21362.0,2_3,
Other6,2016,16001.0,2_3,
Other6,2017,10066.0,2_3,
Other6,2018,13703.0,2_3,
Other6,2019,12022.0,2_3,
Other6,2020,9319.0,2_3,
Other6,2021,12850.0,2_3,
Other6,2022,976.0,2_3,
Other6,2023,1134.0,2_3,
Other6,2024,1547.0,2_3,
Total,2015,130807.0,2_3,
Total,2016,145100.0,2_3,
Total,2017,180459.0,2_3,
Total,2018,186148.0,2_3,
Total,2019,162108.0,2_3,
Total,2020,107648.0,2_3,
Total,2021,160475.0,2_3,
Total,2022,464539.0,2_3,
Total,2023,319366.0,2_3,
Total,2024,255420.0,2_3,
People's Republic of China1,2015,801761.0,2_4,
People's Republic of China1,2016,888584.0,2_4,
People's Republic of China1,2017,954264.0,2_4,
People's Republic of China1,2018,938136.0,2_4,
People's Republic of China1,2019,544817.0,2_4,
People's Republic of China1,2020,38844.0,2_4,
People's Republic of China1,2021,44348.0,2_4,
People's Republic of China1,2022,271550.0,2_4,
People's Republic of China1,2023,583183.0,2_4,
People's Republic of China1,2024,622839.0,2_4,
United States of America,2015,466030.0,2_4,
United States of America,2016,526605.0,2_4,
United States of America,2017,564874.0,2_4,
United States of America,2018,621954.0,2_4,
United States of America,2019,455029.0,2_4,
United States of America,2020,6323.0,2_4,
United States of America,2021,97628.0,2_4,
United States of America,2022,456565.0,2_4,
United States of America,2023,559620.0,2_4,
United States of America,2024,579217.0,2_4,
United Kingdom,2015,586174.0,2_4,
United Kingdom,2016,622869.0,2_4,
United Kingdom,2017,630761.0,2_4,
United Kingdom,2018,591171.0,2_4,
United Kingdom,2019,479662.0,2_4,
United Kingdom,2020,9029.0,2_4,
United Kingdom,2021,160841.0,2_4,
United Kingdom,2022,460157.0,2_4,
United Kingdom,2023,479042.0,2_4,
United Kingdom,2024,530543.0,2_4,
Republic of Korea,2015,218295.0,2_4,
Republic of Korea,2016,254115.0,2_4,
Republic of Korea,2017,279329.0,2_4,
Republic of Korea,2018,276789.0,2_4,
Republic of Korea,2019,189910.0,2_4,
Republic of Korea,2020,7388.0,2_4,
Republic of Korea,2021,24912.0,2_4,
Republic of Korea,2022,172648.0,2_4,
Republic of Korea,2023,354388.0,2_4,
Republic of Korea,2024,360854.0,2_4,
Japan,2015,342343.0,2_4,
Japan,2016,385297.0,2_4,
Japan,2017,397242.0,2_4,
Japan,2018,410259.0,2_4,
Japan,2019,317479.0,2_4,
Japan,2020,7200.0,2_4,
Japan,2021,16953.0,2_4,
Japan,2022,157809.0,2_4,
Japan,2023,325445.0,2_4,
Japan,2024,357960.0,2_4,
India,2015,189221.0,2_4,
India,2016,220952.0,2_4,
India,2017,268194.0,2_4,
India,2018,280344.0,2_4,
India,2019,222785.0,2_4,
India,2020,29502.0,2_4,
India,2021,200325.0,2_4,
India,2022,357038.0,2_4,
India,2023,287259.0,2_4,
India,2024,302758.0,2_4,
Singapore,2015,236516.0,2_4,
Singapore,2016,244388.0,2_4,
Singapore,2017,238333.0,2_4,
Singapore,2018,236526.0,2_4,
Singapore,2019,154285.0,2_4,
Singapore,2020,5614.0,2_4,
Singapore,2021,95829.0,2_4,
Singapore,2022,219986.0,2_4,
Singapore,2023,230411.0,2_4,
Singapore,2024,237357.0,2_4,
Malaysia,2015,327383.0,2_4,
Malaysia,2016,356010.0,2_4,
Malaysia,2017,332224.0,2_4,
Malaysia,2018,337481.0,2_4,
Malaysia,2019,213531.0,2_4,
Malaysia,2020,3622.0,2_4,
Malaysia,2021,39960.0,2_4,
Malaysia,2022,147838.0,2_4,
Malaysia,2023,172617.0,2_4,
Malaysia,2024,169612.0,2_4,
Germany,2015,159299.0,2_4,
Germany,2016,173871.0,2_4,
Germany,2017,177336.0,2_4,
Germany,2018,178626.0,2_4,
Germany,2019,139411.0,2_4,
Germany,2020,1553.0,2_4,
Germany,2021,32662.0,2_4,
Germany,2022,116444.0,2_4,
Germany,2023,134282.0,2_4,
Germany,2024,144271.0,2_4,
Taiwan,2015,112888.0,2_4,
Taiwan,2016,132442.0,2_4,
Taiwan,2017,154746.0,2_4,
Taiwan,2018,152632.0,2_4,
Taiwan,2019,100591.0,2_4,
Taiwan,2020,3527.0,2_4,
Taiwan,2021,7833.0,2_4,
Taiwan,2022,72318.0,2_4,
Taiwan,2023,131982.0,2_4,
Taiwan,2024,142770.0,2_4,
Hong Kong (SAR of the PRC)2,2015,134187.0,2_4,
Hong Kong (SAR of the PRC)2,2016,152733.0,2_4,
Hong Kong (SAR of the PRC)2,2017,174241.0,2_4,
Hong Kong (SAR of the PRC)2,2018,177835.0,2_4,
Hong Kong (SAR of the PRC)2,2019,124438.0,2_4,
Hong Kong (SAR of the PRC)2,2020,1111.0,2_4,
Hong Kong (SAR of the PRC)2,2021,9584.0,2_4,
Hong Kong (SAR of the PRC)2,2022,72301.0,2_4,
Hong Kong (SAR of the PRC)2,2023,131010.0,2_4,
Hong Kong (SAR of the PRC)2,2024,140232.0,2_4,
Canada,2015,112554.0,2_4,
Canada,2016,133858.0,2_4,
Canada,2017,143514.0,2_4,
Canada,2018,148685.0,2_4,
Canada,2019,114560.0,2_4,
Canada,2020,1948.0,2_4,
Canada,2021,27351.0,2_4,
Canada,2022,111870.0,2_4,
Canada,2023,129273.0,2_4,
Canada,2024,133993.0,2_4,
France,2015,135984.0,2_4,
France,2016,141759.0,2_4,
France,2017,147989.0,2_4,
France,2018,145985.0,2_4,
France,2019,114375.0,2_4,
France,2020,1608.0,2_4,
France,2021,35276.0,2_4,
France,2022,96717.0,2_4,
France,2023,110476.0,2_4,
France,2024,114782.0,2_4,
Philippines,2015,67624.0,2_4,
Philippines,2016,86432.0,2_4,
Philippines,2017,96851.0,2_4,
Philippines,2018,107091.0,2_4,
Philippines,2019,73726.0,2_4,
Philippines,2020,9069.0,2_4,
Philippines,2021,28187.0,2_4,
Philippines,2022,114242.0,2_4,
Philippines,2023,109983.0,2_4,
Philippines,2024,113039.0,2_4,
Indonesia,2015,89403.0,2_4,
Indonesia,2016,111187.0,2_4,
Indonesia,2017,106747.0,2_4,
Indonesia,2018,112762.0,2_4,
Indonesia,2019,72337.0,2_4,
Indonesia,2020,2592.0,2_4,
Indonesia,2021,32106.0,2_4,
Indonesia,2022,116912.0,2_4,
Indonesia,2023,93556.0,2_4,
Indonesia,2024,96785.0,2_4,
Other3,2015,819511.0,2_4,
Other3,2016,914582.0,2_4,
Other3,2017,972522.0,2_4,
Other3,2018,970042.0,2_4,
Other3,2019,739667.0,2_4,
Other3,2020,38646.0,2_4,
Other3,2021,278095.0,2_4,
Other3,2022,874100.0,2_4,
Other3,2023,880915.0,2_4,
Other3,2024,868842.0,2_4,
Total,2015,4799173.0,2_4,
Total,2016,5345684.0,2_4,
Total,2017,5639167.0,2_4,
Total,2018,5686318.0,2_4,
Total,2019,4056603.0,2_4,
Total,2020,167576.0,2_4,
Total,2021,1131890.0,2_4,
Total,2022,3818495.0,2_4,
Total,2023,4713442.0,2_4,
Total,2024,4915854.0,2_4,
Refugee,2015,8284.0,3_0,
Refugee,2016,9653.0,3_0,
Refugee,2017,7909.0,3_0,
Refugee,2018,9451.0,3_0,
Refugee,2019,6422.0,3_0,
Refugee,2020,2053.0,3_0,
Refugee,2021,7233.0,3_0,
Refugee,2022,9760.0,3_0,
Refugee,2023,9762.0,3_0,
Refugee,2024,9511.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2015,7268.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2016,10604.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2017,6916.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2018,7661.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2019,5099.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2020,2505.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2021,4312.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2022,6115.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2023,6988.0,3_0,
Offshore resettlement component | Special Humanitarian Program,2024,6488.0,3_0,
Offshore resettlement component | Total,2015,15552.0,3_0,
Offshore resettlement component | Total,2016,20257.0,3_0,
Offshore resettlement component | Total,2017,14825.0,3_0,
Offshore resettlement component | Total,2018,17112.0,3_0,
Offshore resettlement component | Total,2019,11521.0,3_0,
Offshore resettlement component | Total,2020,4558.0,3_0,
Offshore resettlement component | Total,2021,11545.0,3_0,
Offshore resettlement component | Total,2022,15875.0,3_0,
Offshore resettlement component | Total,2023,16750.0,3_0,
Offshore resettlement component | Total,2024,15999.0,3_0,
Offshore resettlement component | % of total Program,2015,88.59014525776132,3_0,
Offshore resettlement component | % of total Program,2016,92.21139839766934,3_0,
Offshore resettlement component | % of total Program,2017,91.23076923076924,3_0,
Offshore resettlement component | % of total Program,2018,91.2056283978254,3_0,
Offshore resettlement component | % of total Program,2019,87.47247741249716,3_0,
Offshore resettlement component | % of total Program,2020,76.6436858920464,3_0,
Offshore resettlement component | % of total Program,2021,86.75884872623432,3_0,
Offshore resettlement component | % of total Program,2022,88.81118881118881,3_0,
Offshore resettlement component | % of total Program,2023,83.75,3_0,
Offshore resettlement component | % of total Program,2024,79.995,3_0,
Onshore protection component | Total,2015,2003.0,3_0,
Onshore protection component | Total,2016,1711.0,3_0,
Onshore protection component | Total,2017,1425.0,3_0,
Onshore protection component | Total,2018,1650.0,3_0,
Onshore protection component | Total,2019,1650.0,3_0,
Onshore protection component | Total,2020,1389.0,3_0,
Onshore protection component | Total,2021,1762.0,3_0,
Onshore protection component | Total,2022,2000.0,3_0,
Onshore protection component | Total,2023,3250.0,3_0,
Onshore protection component | Total,2024,4001.0,3_0,
Onshore protection component | % of total Program,2015,11.40985474223868,3_0,
Onshore protection component | % of total Program,2016,7.788601602330663,3_0,
Onshore protection component | % of total Program,2017,8.76923076923077,3_0,
Onshore protection component | % of total Program,2018,8.794371602174609,3_0,
Onshore protection component | % of total Program,2019,12.527522587502848,3_0,
Onshore protection component | % of total Program,2020,23.35631410795359,3_0,
Onshore protection component | % of total Program,2021,13.241151273765686,3_0,
Onshore protection component | % of total Program,2022,11.188811188811188,3_0,
Onshore protection component | % of total Program,2023,16.25,3_0,
Onshore protection component | % of total Program,2024,20.005,3_0,
Onshore protection component | Total Humanitarian Program grants,2015,17555.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2016,21968.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2017,16250.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2018,18762.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2019,13171.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2020,5947.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2021,13307.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2022,17875.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2023,20000.0,3_0,
Onshore protection component | Total Humanitarian Program grants,2024,20000.0,3_0,
0–14 years | Total,2020,1329.0,3_2,
0–14 years | Total,2021,3741.0,3_2,
0–14 years | Total,2022,4881.0,3_2,
0–14 years | Total,2023,5516.0,3_2,
0–14 years | Total,2024,5609.0,3_2,
0–14 years | Female,2020,650.0,3_2,
0–14 years | Female,2021,1814.0,3_2,
0–14 years | Female,2022,2358.0,3_2,
0–14 years | Female,2023,2737.0,3_2,
0–14 years | Female,2024,2674.0,3_2,
15–19 years | Total,2020,444.0,3_2,
15–19 years | Total,2021,1180.0,3_2,
15–19 years | Total,2022,1820.0,3_2,
15–19 years | Total,2023,1942.0,3_2,
15–19 years | Total,2024,1970.0,3_2,
15–19 years | Female,2020,219.0,3_2,
15–19 years | Female,2021,569.0,3_2,
15–19 years | Female,2022,890.0,3_2,
15–19 years | Female,2023,919.0,3_2,
15–19 years | Female,2024,929.0,3_2,
20–24 years | Total,2020,440.0,3_2,
20–24 years | Total,2021,1060.0,3_2,
20–24 years | Total,2022,1779.0,3_2,
20–24 years | Total,2023,1724.0,3_2,
20–24 years | Total,2024,1516.0,3_2,
20–24 years | Female,2020,234.0,3_2,
20–24 years | Female,2021,546.0,3_2,
20–24 years | Female,2022,924.0,3_2,
20–24 years | Female,2023,850.0,3_2,
20–24 years | Female,2024,787.0,3_2,
25–29 years | Total,2020,412.0,3_2,
25–29 years | Total,2021,1162.0,3_2,
25–29 years | Total,2022,1753.0,3_2,
25–29 years | Total,2023,1507.0,3_2,
25–29 years | Total,2024,1397.0,3_2,
25–29 years | Female,2020,198.0,3_2,
25–29 years | Female,2021,622.0,3_2,
25–29 years | Female,2022,943.0,3_2,
25–29 years | Female,2023,793.0,3_2,
25–29 years | Female,2024,721.0,3_2,
30–34 years | Total,2020,443.0,3_2,
30–34 years | Total,2021,1132.0,3_2,
30–34 years | Total,2022,1458.0,3_2,
30–34 years | Total,2023,1358.0,3_2,
30–34 years | Total,2024,1261.0,3_2,
30–34 years | Female,2020,226.0,3_2,
30–34 years | Female,2021,581.0,3_2,
30–34 years | Female,2022,748.0,3_2,
30–34 years | Female,2023,776.0,3_2,
30–34 years | Female,2024,718.0,3_2,
35–39 years | Total,2020,400.0,3_2,
35–39 years | Total,2021,927.0,3_2,
35–39 years | Total,2022,1109.0,3_2,
35–39 years | Total,2023,1247.0,3_2,
35–39 years | Total,2024,1233.0,3_2,
35–39 years | Female,2020,201.0,3_2,
35–39 years | Female,2021,429.0,3_2,
35–39 years | Female,2022,549.0,3_2,
35–39 years | Female,2023,685.0,3_2,
35–39 years | Female,2024,664.0,3_2,
40–44 years | Total,2020,294.0,3_2,
40–44 years | Total,2021,667.0,3_2,
40–44 years | Total,2022,825.0,3_2,
40–44 years | Total,2023,1025.0,3_2,
40–44 years | Total,2024,936.0,3_2,
40–44 years | Female,2020,162.0,3_2,
40–44 years | Female,2021,328.0,3_2,
40–44 years | Female,2022,448.0,3_2,
40–44 years | Female,2023,547.0,3_2,
40–44 years | Female,2024,473.0,3_2,
45–49 years | Total,2020,240.0,3_2,
45–49 years | Total,2021,433.0,3_2,
45–49 years | Total,2022,602.0,3_2,
45–49 years | Total,2023,716.0,3_2,
45–49 years | Total,2024,635.0,3_2,
45–49 years | Female,2020,128.0,3_2,
45–49 years | Female,2021,220.0,3_2,
45–49 years | Female,2022,361.0,3_2,
45–49 years | Female,2023,377.0,3_2,
45–49 years | Female,2024,340.0,3_2,
50–54 years | Total,2020,181.0,3_2,
50–54 years | Total,2021,363.0,3_2,
50–54 years | Total,2022,506.0,3_2,
50–54 years | Total,2023,526.0,3_2,
50–54 years | Total,2024,468.0,3_2,
50–54 years | Female,2020,86.0,3_2,
50–54 years | Female,2021,190.0,3_2,
50–54 years | Female,2022,283.0,3_2,
50–54 years | Female,2023,292.0,3_2,
50–54 years | Female,2024,260.0,3_2,
55–59 years | Total,2020,124.0,3_2,
55–59 years | Total,2021,297.0,3_2,
55–59 years | Total,2022,383.0,3_2,
55–59 years | Total,2023,411.0,3_2,
55–59 years | Total,2024,367.0,3_2,
55–59 years | Female,2020,68.0,3_2,
55–59 years | Female,2021,173.0,3_2,
55–59 years | Female,2022,228.0,3_2,
55–59 years | Female,2023,244.0,3_2,
55–59 years | Female,2024,199.0,3_2,
60 years and over | Total,2020,251.0,3_2,
60 years and over | Total,2021,583.0,3_2,
60 years and over | Total,2022,759.0,3_2,
60 years and over | Total,2023,778.0,3_2,
60 years and over | Total,2024,607.0,3_2,
60 years and over | Female,2020,137.0,3_2,
60 years and over | Female,2021,328.0,3_2,
60 years and over | Female,2022,437.0,3_2,
60 years and over | Female,2023,454.0,3_2,
60 years and over | Female,2024,362.0,3_2,
Total | Total1,2020,4558.0,3_2,
Total | Total1,2021,11545.0,3_2,
Total | Total1,2022,15875.0,3_2,
Total | Total1,2023,16750.0,3_2,
Total | Total1,2024,15999.0,3_2,
Total | Female,2020,2309.0,3_2,
Total | Female,2021,5800.0,3_2,
Total | Female,2022,8169.0,3_2,
Total | Female,2023,8674.0,3_2,
Total | Female,2024,8127.0,3_2,
Malaysia,2023,257.0,3_3,
Malaysia,2024,844.0,3_3,
Myanmar,2023,900.0,3_3,
Myanmar,2024,756.0,3_3,
Iran,2023,119.0,3_3,
Iran,2024,462.0,3_3,
People’s Republic of China1,2023,304.0,3_3,
People’s Republic of China1,2024,289.0,3_3,
Pakistan,2023,237.0,3_3,
Pakistan,2024,215.0,3_3,
Papua New Guinea,2023,109.0,3_3,
Papua New Guinea,2024,140.0,3_3,
Afghanistan,2023,111.0,3_3,
Afghanistan,2024,123.0,3_3,
Yemen,2023,91.0,3_3,
Yemen,2024,106.0,3_3,
Fiji,2023,55.0,3_3,
Fiji,2024,73.0,3_3,
Vietnam,2023,48.0,3_3,
Vietnam,2024,68.0,3_3,
Other,2023,948.0,3_3,
Other,2024,925.0,3_3,
Total,2023,3250.0,3_3,
Total,2024,4001.0,3_3,
Temporary Protection,2023,78.0,3_4,
Temporary Protection,2024,91.0,3_4,
Safe Haven Enterprise,2023,26.0,3_4,
Safe Haven Enterprise,2024,22.0,3_4,
Student,2022,4723.0,4_0,
Student,2023,13966.0,4_0,
Student,2024,21632.0,4_0,
Temporary Resident,2022,4727.0,4_0,
Temporary Resident,2023,4609.0,4_0,
Temporary Resident,2024,6496.0,4_0,
Visitor,2022,4621.0,4_0,
Visitor,2023,8192.0,4_0,
Visitor,2024,6679.0,4_0,
Working Holiday,2022,59.0,4_0,
Working Holiday,2023,703.0,4_0,
Working Holiday,2024,653.0,4_0,
All other categories,2022,1583.0,4_0,
All other categories,2023,1401.0,4_0,
All other categories,2024,2521.0,4_0,
Total,2022,15713.0,4_0,
Total,2023,28871.0,4_0,
Total,2024,37981.0,4_0,
People's Republic of China1,2022,2049.0,4_1,
People's Republic of China1,2023,5062.0,4_1,
People's Republic of China1,2024,8207.0,4_1,
India,2022,1700.0,4_1,
India,2023,3145.0,4_1,
India,2024,4113.0,4_1,
Vietnam,2022,531.0,4_1,
Vietnam,2023,1173.0,4_1,
Vietnam,2024,1654.0,4_1,
United Kingdom,2022,1025.0,4_1,
United Kingdom,2023,1069.0,4_1,
United Kingdom,2024,1410.0,4_1,
United States of America,2022,525.0,4_1,
United States of America,2023,2055.0,4_1,
United States of America,2024,1308.0,4_1,
Philippines,2022,321.0,4_1,
Philippines,2023,746.0,4_1,
Philippines,2024,1258.0,4_1,
Thailand,2022,266.0,4_1,
Thailand,2023,778.0,4_1,
Thailand,2024,1104.0,4_1,
Indonesia,2022,848.0,4_1,
Indonesia,2023,873.0,4_1,
Indonesia,2024,982.0,4_1,
Fiji,2022,114.0,4_1,
Fiji,2023,329.0,4_1,
Fiji,2024,908.0,4_1,
Malaysia,2022,682.0,4_1,
Malaysia,2023,838.0,4_1,
Malaysia,2024,870.0,4_1,
All other countries2,2022,7652.0,4_1,
All other countries2,2023,12803.0,4_1,
All other countries2,2024,16167.0,4_1,
Total3,2022,15713.0,4_1,
Total3,2023,28871.0,4_1,
Total3,2024,37981.0,4_1,
Removals from onshore immigration detention,2022,2344.0,4_2,
Removals from onshore immigration detention,2023,2817.0,4_2,
Removals from onshore immigration detention,2024,3457.0,4_2,
Returns from the community1,2022,6265.0,4_2,
Returns from the community1,2023,5494.0,4_2,
Returns from the community1,2024,3189.0,4_2,
Total2,2022,8609.0,4_2,
Total2,2023,8311.0,4_2,
Total2,2024,6646.0,4_2,
Visitor,2022,3651.0,4_3,
Visitor,2023,3311.0,4_3,
Visitor,2024,2457.0,4_3,
Student,2022,2109.0,4_3,
Student,2023,1965.0,4_3,
Student,2024,1439.0,4_3,
Temporary Resident,2022,705.0,4_3,
Temporary Resident,2023,865.0,4_3,
Temporary Resident,2024,757.0,4_3,
Working Holiday,2022,318.0,4_3,
Working Holiday,2023,548.0,4_3,
Working Holiday,2024,356.0,4_3,
All other categories,2022,1826.0,4_3,
All other categories,2023,1622.0,4_3,
All other categories,2024,1637.0,4_3,
Total1,2022,8609.0,4_3,
Total1,2023,8311.0,4_3,
Total1,2024,6646.0,4_3,
India,2022,927.0,4_4,
India,2023,858.0,4_4,
India,2024,606.0,4_4,
People's Republic of China2,2022,1079.0,4_4,
People's Republic of China2,2023,895.0,4_4,
People's Republic of China2,2024,557.0,4_4,
Malaysia,2022,579.0,4_4,
Malaysia,2023,597.0,4_4,
Malaysia,2024,479.0,4_4,
New Zealand,2022,431.0,4_4,
New Zealand,2023,378.0,4_4,
New Zealand,2024,444.0,4_4,
Indonesia,2022,240.0,4_4,
Indonesia,2023,248.0,4_4,
Indonesia,2024,384.0,4_4,
United Kingdom,2022,330.0,4_4,
United Kingdom,2023,377.0,4_4,
United Kingdom,2024,267.0,4_4,
Vietnam,2022,492.0,4_4,
Vietnam,2023,396.0,4_4,
Vietnam,2024,261.0,4_4,
Colombia,2022,91.0,4_4,
Colombia,2023,146.0,4_4,
Colombia,2024,212.0,4_4,
Philippines,2022,341.0,4_4,
Philippines,2023,280.0,4_4,
Philippines,2024,163.0,4_4,
Fiji,2022,116.0,4_4,
Fiji,2023,190.0,4_4,
Fiji,2024,161.0,4_4,
All other countries3,2022,3983.0,4_4,
All other countries3,2023,3946.0,4_4,
All other countries3,2024,3112.0,4_4,
Total4,2022,8609.0,4_4,
Total4,2023,8311.0,4_4,
